"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"1688","Education","PCPIED_PC_CP_A_PT","2017-05-31",NA,57.94,-4.93,4.1,0.36,1.81,1.78,1.07,NA,2.9,NA,2.45,NA,0,12.32,7.17,NA,-1.11,1.74,NA,4.66,NA,NA,5.11,0,NA,5.08,11.84,4.47,1.3,3.41,2.9,14.42,7.77,-7.32,16.25,4.9,23.58,5.04,1.23,2.63,7.03,5.42,7.01,368.64,37.45,NA,0.33,0.32,4.77,7.22,7.59,2.12
"1689","Education","PCPIED_PC_CP_A_PT","2017-06-30",NA,57.98,-1.19,4.1,0.36,1.8,1.86,0.89,NA,2.9,NA,1.63,NA,0,12.32,7.17,NA,-0.61,1.74,NA,4.66,NA,NA,5.62,0,NA,4.97,11.84,4.47,1.33,3.41,2.9,14.42,7.77,-2.05,16.04,0.1,23.58,5.04,1.23,2.63,7.1,7.8,7.01,368.64,9.58,NA,0.45,0.22,4.79,7.22,7.4,-0.52
"1690","Education","PCPIED_PC_CP_A_PT","2017-07-31",NA,57.68,-0.86,4.2,1.25,1.86,1.86,0.53,NA,2.9,NA,2.08,NA,0,12.32,2.96,NA,3.23,1.74,NA,4.66,NA,NA,6.09,0,NA,5.07,10.73,4.57,1.26,3.29,2.9,14.42,7.77,2.26,14.99,-5.46,23.37,5.25,1.23,3.51,6.52,7.65,7.01,368.64,6.31,NA,0.29,0.23,4.79,7.68,7.28,-3.31
"1691","Education","PCPIED_PC_CP_A_PT","2017-08-31",NA,57.68,-0.86,4.2,0,1.86,1.51,0.71,NA,-2.79,NA,1.93,NA,0,12.32,2.94,NA,5.31,1.74,NA,4.66,NA,NA,6.44,0,NA,4.96,11.95,4.57,1.27,3.38,2.9,14.42,7.77,2.26,13.89,-8.21,23.37,5.25,1.24,3.17,7.1,0.36,7.01,368.64,5.91,NA,0.29,-0.94,4.83,7.76,7.25,-3.31
"1692","Education","PCPIED_PC_CP_A_PT","2017-09-30",NA,57.68,-0.86,4.2,0.22,44.5,1.95,0.7,NA,-3.05,NA,-0.07,NA,5.47,12.32,2.97,NA,9.49,34.45,NA,11.41,NA,NA,6.59,0,NA,6.21,4.97,4.38,1.28,3.29,2.27,14.42,7.77,3.01,12.68,5.29,23.01,5.25,1.26,3.17,4.23,0.36,7.01,368.64,3.71,NA,0.29,0.21,6.76,2.6,7.19,-3.31
"1693","Education","PCPIED_PC_CP_A_PT","2017-10-31",NA,57.7,-0.07,4.2,0.95,35.78,1.95,1.42,NA,-3.05,NA,-0.29,NA,5.47,19.58,4.45,NA,7.39,34.45,NA,6.45,NA,NA,6.73,0,NA,5.42,4.96,4.38,5.15,3.29,2.06,14.42,7.77,-1.55,11.77,0.65,23.01,5.25,0.63,3.17,2.6,-2.32,7.01,368.64,3.61,NA,0.42,0.51,7.1,2.6,7.04,-3.31
"1694","Education","PCPIED_PC_CP_A_PT","2017-11-30",NA,57.7,-0.68,4.19,0.95,36.38,1.63,1.33,NA,-3.05,NA,0.29,NA,5.47,19.58,4.9,NA,7.34,34.45,NA,6.45,NA,NA,6.85,0,NA,5.61,4.91,4.47,5.04,3.29,1.99,14.42,7.77,0.51,11.41,3.16,23.45,5.25,0.62,3.17,3.44,-0.59,7.01,368.64,1.83,NA,0.32,0.41,7.05,2.6,7.04,-2.22
"1695","Education","PCPIED_PC_CP_A_PT","2017-12-31",NA,57.7,-0.68,4.2,0.95,36.38,1.63,1.24,NA,-3.07,NA,0.29,NA,5.47,19.58,4.36,NA,7.63,34.45,NA,6.45,NA,NA,6.85,0,NA,5.7,4.91,4.38,4.86,3.29,1.99,14.87,7.77,-0.84,10.96,7.3,23.45,5.25,0.62,3.17,5.01,2.67,7.01,368.64,1.76,NA,0.32,0.44,6.67,2.6,5.43,-2.22
"1696","Education","PCPIED_PC_CP_A_PT","2018-01-31",NA,55.67,-0.03,5.58,0.95,31.5,1.63,1.06,NA,-3.07,NA,0.44,NA,5.47,19.58,3.66,NA,9.61,34.45,NA,6.45,NA,5.38,3.27,0,NA,6.18,4.58,0.09,4.82,3.21,2,12.74,10.01,-10,10.9,12.09,2.84,0.91,0.6,-0.33,7.55,-3.97,7.01,368.64,6.95,NA,0.55,1.4,7.52,2.43,3.8,-2.22
"1697","Education","PCPIED_PC_CP_A_PT","2018-02-28",NA,14.98,-0.03,5.48,1.37,33.3,2.52,1.24,NA,-3.07,NA,0.22,NA,5.47,19.58,3.54,NA,11.05,34.45,NA,6.45,NA,5.08,3.5,0,NA,6.18,4.59,8.72,5.84,3.21,1.99,5.17,9.94,4.22,10.65,7.19,2.84,-0.59,0.62,-0.33,8.48,-1.57,7.01,368.64,6.98,NA,0.55,1.4,7.66,4.75,3.85,-2.22
"1698","Education","PCPIED_PC_CP_A_PT","2018-03-31",NA,14.6,0.24,5.48,1.37,33.26,2.52,1.24,NA,-3.07,NA,0.15,NA,5.47,19.58,3.39,NA,6.9,34.45,NA,6.45,NA,5.08,4.21,0,NA,7.15,4.75,15.21,6.17,3.21,1.99,5.17,9.94,0.42,10.41,10.67,2.84,-0.59,0.63,-0.33,10.03,-0.68,6.55,368.64,6.52,NA,0.81,1.8,7.65,4.72,3.4,-2.22
"1699","Education","PCPIED_PC_CP_A_PT","2018-04-30",NA,14.51,0.28,5.48,1.37,34.01,2.52,1.06,NA,-3.07,NA,-0.72,NA,5.47,19.58,1.73,NA,10.52,34.45,NA,6.45,NA,5.09,3.04,0,NA,7.34,4.08,8.82,5.68,1.6,1.99,5.17,9.94,2.53,10.11,8.88,2.85,-0.59,0.63,-0.33,11.23,-5.9,6.55,-32.44,6.52,NA,0.93,2.07,7.65,4.72,3.43,-3.53
"1700","Education","PCPIED_PC_CP_A_PT","2018-05-31",NA,14.51,3.93,5.48,1.37,34.15,2.52,1.06,NA,-3.1,NA,-0.58,NA,5.47,19.58,1.73,NA,12.55,34.45,NA,6.45,NA,5.07,3.04,0,NA,7.34,4.06,0.8,5.71,1.6,1.99,5.17,9.94,0.42,9.94,5.49,2.85,-0.59,0.63,-0.33,11.61,-6.2,6.55,-2.83,7.28,NA,1.05,10.2,7.66,4.51,3.48,-3.53
"1701","Education","PCPIED_PC_CP_A_PT","2018-06-30",NA,14.48,0,5.48,1.37,34.27,2.52,1.06,NA,-3.09,NA,0.22,NA,5.47,19.58,1.73,NA,10.04,34.45,NA,6.45,NA,5.11,2.54,0,NA,7.34,4.06,2.63,5.78,1.6,1.99,5.17,9.94,4.84,9.73,9.71,2.85,-2.22,0.63,-0.33,12.48,-6.82,6.55,-2.83,23.29,NA,0.93,10.21,7.64,4.51,3.39,-3.53
"1702","Education","PCPIED_PC_CP_A_PT","2018-07-31",NA,14.48,-0.34,5.37,1.37,33.98,2.52,1.14,NA,-3.09,NA,-0.22,NA,5.47,19.58,0.83,NA,6.7,34.45,NA,6.45,NA,5.11,2.09,0,NA,7.24,5.12,9.33,5.71,1.69,1.99,5.17,9.94,0.42,9.89,20.8,3.03,-2.22,0.63,1.46,13.15,-6.7,6.55,-2.83,22.64,NA,0.93,1.92,7.64,4.33,3.51,6.3
"1703","Education","PCPIED_PC_CP_A_PT","2018-08-31",NA,14.48,-0.4,5.37,1.37,34.08,2.24,1.23,NA,-0.02,NA,-0.22,NA,5.47,19.58,0.84,NA,10.48,34.45,NA,6.45,NA,5.11,1.75,0,NA,7.14,4.08,6.9,5.72,1.6,1.99,5.17,9.94,0.42,9.83,25.92,3.03,21.32,0.63,0,13.64,0.07,6.55,-2.83,22.63,NA,0.93,3.1,8.52,4.33,3.51,6.3
"1704","Education","PCPIED_PC_CP_A_PT","2018-09-30",NA,14.48,-0.7,5.37,1.15,-5.2,1.71,1.22,NA,34.57,NA,0.58,NA,0,19.58,0.81,NA,15.27,0,NA,0,NA,4.9,1.61,0,NA,4.46,1.5,6.28,5.78,1.69,3.37,5.17,9.94,-0.31,9.9,NA,3.03,21.32,0.6,1.79,-13.71,-2.83,6.55,-2.83,22.61,NA,0.93,2.31,9.11,4.42,3.59,6.3
"1705","Education","PCPIED_PC_CP_A_PT","2018-10-31",NA,14.46,-0.7,5.42,1.81,0.59,1.82,1.31,NA,34.57,NA,0.58,NA,0,14.65,0.75,NA,17.56,24.97,NA,5.22,NA,4.8,1.48,0,NA,6.34,2.5,1.41,1.72,1.69,3.44,5.17,9.94,3.15,9.85,NA,3.03,21.32,2.34,1.79,-13.9,0.23,6.55,-2.83,22.61,NA,0.8,2.49,8.13,4.42,3.61,6.3
"1706","Education","PCPIED_PC_CP_A_PT","2018-11-30",NA,14.46,0.21,5.37,1.81,2.79,0.76,1.57,NA,34.57,NA,0.58,NA,0,14.65,0.38,NA,17.93,24.97,NA,5.22,NA,4.94,1.36,0,NA,6.32,3.1,5.77,1.64,1.69,3.44,5.17,9.94,0.61,9.78,NA,2.67,21.81,2.34,1.79,-14.65,-0.02,6.55,-2.83,22.51,NA,0.8,4.64,8.29,4.42,3.61,8.23
"1707","Education","PCPIED_PC_CP_A_PT","2018-12-31",NA,14.46,1.12,5.37,1.82,1.62,0.76,1.57,NA,34.57,NA,0.29,NA,0,14.65,1,NA,15.69,24.97,NA,5.22,NA,4.93,1.36,0,NA,6.4,3.1,5.88,1.8,1.69,3.44,4.76,9.94,4.47,9.8,NA,2.67,21.88,2.34,1.79,-15.98,0.02,6.55,-2.83,21.88,NA,0.8,4.85,8.21,4.42,4.47,8.23
"1708","Education","PCPIED_PC_CP_A_PT","2019-01-31",NA,1.24,1.22,3,1.82,1.69,0.81,1.57,NA,34.57,NA,0.29,NA,0,14.65,1.21,NA,15.05,24.97,NA,5.22,NA,1.48,0.81,3.86,NA,5.91,3.4,2.03,1.81,0.53,3.43,3.42,12,1.97,9.7,2.6,2.07,22.06,2.34,8.24,-17.81,0.02,6.55,-2.83,19.52,NA,0.5,4.7,7.29,4.3,7.55,8.34
"1709","Education","PCPIED_PC_CP_A_PT","2019-02-28",NA,1.98,1.22,3.1,1.41,2.66,-0.07,1.57,NA,34.57,NA,0.39,NA,0,14.65,1.38,NA,15.8,24.97,NA,5.22,NA,1.24,0.59,4.23,NA,5.91,3.59,12.7,1.27,-4.23,3.44,4.39,11.32,1.87,9.64,7.24,2.07,22.85,2.32,8.24,-18.07,0.34,6.55,-2.83,19.56,NA,0.5,3.43,7.13,3.63,5.93,8.34
"1710","Education","PCPIED_PC_CP_A_PT","2019-03-31",NA,1.99,0.94,3.1,1.41,2.73,-0.09,1.48,NA,34.56,NA,0.89,NA,0,14.65,1.35,NA,16.29,24.97,NA,5.22,NA,1.24,-0.1,NA,NA,4.96,3.44,15.24,1.05,-4.23,3.44,4.39,11.32,2.94,9.46,2.66,2.07,22.85,2.34,8.24,-18.92,6.41,6.74,-2.83,23.25,NA,0.24,3.49,7.13,3.63,6.17,12.35
"1711","Education","PCPIED_PC_CP_A_PT","2019-04-30",NA,1.99,0.94,3.1,1.41,2.13,-0.08,1.48,NA,34.56,NA,0.58,NA,0,14.65,1.33,NA,17.36,24.97,NA,5.22,NA,1.45,1.04,NA,NA,4.86,3.39,1.12,1.41,-2.71,3.44,4.39,11.95,0.82,9.32,5.51,2.07,22.85,2.33,8.24,-19.1,6.54,6.74,-2.83,23.25,NA,0.32,3.22,7.17,3.63,6.14,19.27
"1712","Education","PCPIED_PC_CP_A_PT","2019-05-31",NA,1.99,0.74,3.1,1.41,2.13,-0.08,1.48,NA,34.6,NA,0.58,NA,0,14.65,1.33,NA,15.89,24.97,NA,5.22,NA,1.47,1.04,NA,NA,4.86,3.42,5.24,1.45,-3.19,3.44,4.39,11.97,2.94,9.09,6.91,2.07,22.85,2.33,8.24,-12.07,5.51,6.74,0,24.42,NA,0.24,-4.4,7.23,6.81,5.44,22.93
"1713","Education","PCPIED_PC_CP_A_PT","2019-06-30",NA,1.99,0.74,3.1,1.41,1.98,-0.12,1.48,NA,34.58,NA,0.58,NA,0,14.65,1.33,NA,18.85,24.97,NA,5.22,NA,1.5,1.04,NA,NA,5.13,3.41,10.88,1.4,-3.19,3.44,4.39,11.97,2.94,8.82,15.49,2.07,24.9,2.33,8.24,-20.84,5.51,6.74,0,46.54,NA,0.3,-4.41,7.23,6.81,5.51,23.04
"1714","Education","PCPIED_PC_CP_A_PT","2019-07-31",NA,1.99,0.54,3.1,1.41,2.65,0.05,1.48,NA,34.58,NA,0.58,NA,0,14.65,1.43,NA,19.42,24.97,NA,5.22,NA,1.56,1.04,NA,NA,5.13,3.39,-1.95,1.44,-4.03,3.44,4.39,11.97,2.94,8.57,0.73,2.05,24.9,2.33,6.34,-21.38,5.51,6.74,0,47.06,NA,0.36,3.36,7.23,7.06,5.52,27.54
"1715","Education","PCPIED_PC_CP_A_PT","2019-08-31",NA,1.99,1.1,3.1,1.41,2.13,0.35,1.3,NA,34.58,NA,0.15,NA,0,14.65,1.45,NA,12.28,24.97,NA,5.22,NA,1.52,1.04,NA,NA,5.94,10.08,-0.38,1.48,-4.03,3.44,4.38,11.97,2.94,8.62,0.65,2.05,0.66,2.33,8.24,-22.22,5.51,6.74,0,47.06,NA,0.67,3.43,6.9,7.06,6.05,32.76
"1716","Education","PCPIED_PC_CP_A_PT","2019-09-30",NA,1.99,4.03,3.1,1.48,1.83,0.33,0.78,NA,17.26,NA,1.71,NA,0,14.5,1.45,NA,7.53,24.97,NA,5.22,NA,1.58,1.04,NA,NA,4.89,8.67,0.96,1.53,-4.03,2.09,4.38,11.97,2.94,8.65,NA,2.05,NA,2.35,6.34,2.19,8.67,6.74,0,47.06,NA,0.89,4.12,5.42,6.84,6.01,38.19
"1717","Education","PCPIED_PC_CP_A_PT","2019-10-31",NA,1.99,3.63,3.06,2.72,2.5,0.15,0.78,NA,17.28,NA,1.73,NA,0,21.83,3.15,NA,4.42,2.91,NA,0,NA,1.58,1.04,NA,NA,3.2,8.78,4.8,1.36,-2.98,2.28,4.38,11.96,0.1,8.69,NA,2.05,NA,1.01,7.05,2.19,7.09,6.74,0,47.06,NA,0.99,6.61,5.43,6.84,5.99,45.73
"1718","Education","PCPIED_PC_CP_A_PT","2019-11-30",NA,1.99,3.31,3.1,2.72,1.5,0.01,0.52,NA,17.28,NA,1.25,NA,0,21.83,3.16,NA,7.41,2.88,NA,0,NA,1.44,1.04,NA,NA,3.02,8.15,0.86,4.27,-2.98,2.67,4.38,11.96,0.1,8.74,NA,2.05,NA,1.01,8.83,71.35,7.27,6.74,0,47.06,NA,1,4.94,5.29,6.84,5.99,69.97
"1719","Education","PCPIED_PC_CP_A_PT","2019-12-31",NA,1.99,2.39,3.1,2.71,2.68,-0.01,0.77,NA,17.28,NA,1.35,NA,0,21.83,3.06,NA,7.92,2.78,NA,0,NA,1.38,1.04,NA,NA,2.66,8.15,0.67,3.99,-2.98,2.67,4.38,11.96,0.1,8.81,NA,2.05,NA,1.01,11.08,71.35,7.27,6.74,-3.93,47.07,NA,1.03,4.72,5.26,6.84,5.05,70.27
"1720","Education","PCPIED_PC_CP_A_PT","2020-01-31",NA,34.97,2.34,4.76,2.71,2.6,-0.06,0.6,NA,17.28,NA,1.45,NA,0,21.83,3.05,NA,10.23,2.91,NA,0,NA,1.65,4.08,NA,NA,2.66,7.83,5.27,4.16,-3.79,2.67,3.07,5.68,0.1,8.87,0.35,2.57,NA,1.01,4.56,70.76,7.27,6.74,0,43.52,NA,1.03,3.11,5.33,6.99,1.22,86.1
"1721","Education","PCPIED_PC_CP_A_PT","2020-02-29",NA,36.99,2.34,4.75,2.71,2.01,-0.06,0.52,NA,17.28,NA,1.35,NA,0,21.83,3.05,NA,5.04,2.92,NA,0,NA,1.8,4.08,NA,NA,2.66,7.63,-10.6,3.7,1.69,2.67,2.22,7.59,0.1,8.93,-0.72,2.57,NA,1.02,4.56,69.79,6.11,6.74,0,43.44,NA,1.03,5.04,5.56,5.29,1.2,262.8
"1722","Education","PCPIED_PC_CP_A_PT","2020-03-31",NA,36.98,2.34,4.75,2.71,1.94,-0.04,0.6,NA,17.29,NA,0.77,NA,0,21.83,3.05,NA,3.74,2.92,NA,0,NA,1.62,4.08,NA,NA,2.66,7.63,-16.44,3.6,1.69,2.67,2.18,7.59,0.1,9.02,3.02,2.57,NA,1.01,4.62,68.93,0.73,6.31,0,0,NA,1.03,4.9,5.64,5.29,1.12,252.17
"1723","Education","PCPIED_PC_CP_A_PT","2020-04-30",NA,36.98,2.34,4.75,2.71,1.94,-0.05,0.6,NA,17.29,NA,1.45,NA,0,21.83,3.07,NA,3.8,2.92,NA,0,NA,1.42,4.08,NA,NA,2.58,7.63,-0.65,3.6,1.69,2.67,2.18,6.99,0.1,9.16,-0.44,2.57,NA,1.01,4.88,67.32,0.73,6.31,0,0,NA,0.83,4.9,5.61,5.29,1.12,233.3
"1724","Education","PCPIED_PC_CP_A_PT","2020-05-31",NA,36.98,2.54,4.75,2.71,1.94,-0.05,0.6,NA,17.29,NA,1.45,NA,0,21.83,3.07,NA,4.83,2.92,NA,0,NA,NA,4.08,NA,NA,2.58,7.63,2.97,3.6,2.2,2.67,-10.22,6.97,0.1,9.26,-0.3,2.57,NA,1.01,5.02,53.41,1.72,6.31,0,36.86,NA,0.79,4.91,6.06,1.15,1.74,223.47
"1725","Education","PCPIED_PC_CP_A_PT","2020-06-30",NA,36.98,2.57,4.75,2.71,1.94,-0.01,0.6,NA,17.29,NA,1.45,NA,0,21.83,3.07,NA,5.53,2.92,NA,0,NA,1.13,4.08,NA,NA,2.31,7.63,-2.85,3.55,2.2,2.58,-10.22,6.97,0.1,9.31,-9.01,2.57,NA,1.01,4.98,68.69,0.32,6.31,0,1.06,NA,0.72,4.91,6.29,1.15,1.73,225.98
"1726","Education","PCPIED_PC_CP_A_PT","2020-07-31",NA,36.98,2.77,4.75,2.71,1.43,-0.18,0.69,NA,17.29,NA,1.35,NA,0,21.83,3.07,NA,-3.35,2.92,NA,0,NA,1.94,4.08,NA,NA,2.31,7.63,3.31,3.57,3.2,2.58,-10.22,6.97,0.1,9.45,3.67,2.57,NA,1.01,5.02,68.69,0.32,6.31,0,0.73,NA,0.66,4.53,6.45,0.55,1.72,197.01
"1727","Education","PCPIED_PC_CP_A_PT","2020-08-31",NA,36.98,2.26,4.75,2.71,1.87,-0.18,0.51,NA,17.29,NA,1.5,NA,0,21.83,3.07,NA,-5.21,2.92,NA,0,NA,1.63,4.08,NA,NA,1.53,1.05,4,3.45,3.2,2.58,-10.22,6.97,0.1,9.63,2.98,2.57,NA,1.01,5.03,68.69,0.32,6.31,377.67,2.07,NA,0.36,4.56,6.95,0.55,1.21,413.17
"1728","Education","PCPIED_PC_CP_A_PT","2020-09-30",NA,NA,-0.47,4.75,2.63,1.87,-0.16,0.68,NA,8.13,NA,0.24,NA,0,22,3.07,NA,3.19,2.92,NA,0,NA,1.56,4.08,NA,NA,1.36,1.05,3.69,3.42,3.2,2.03,-10.22,6.97,0.1,9.79,3.87,2.57,NA,1.01,4.5,68.69,0.32,6.31,377.67,2.71,NA,0.13,3.47,6.68,0.34,1.21,508.44
"1729","Education","PCPIED_PC_CP_A_PT","2020-10-31",NA,NA,0.08,4.75,0.37,1.72,-0.13,0.77,NA,8.11,NA,2.48,NA,0,19.97,2.99,NA,10.98,-2.44,NA,0,NA,1.86,3.99,NA,NA,2.01,-0.03,3.82,2.4,5.34,2.05,-10.17,6.97,-0.81,9.96,4,2.57,NA,0,3.97,68.69,0.77,6.31,377.67,2.77,NA,0.04,0.77,6.44,0.34,1.38,505.31
"1730","Education","PCPIED_PC_CP_A_PT","2020-11-30",NA,NA,0.14,4.75,0.37,0.07,-1.21,1.03,NA,8.11,NA,3.87,NA,0,19.95,2.99,NA,7.01,2.83,NA,0,NA,NA,3.99,NA,NA,3.01,-0.03,1.71,-0.06,5.34,1.66,-10.17,6.97,-0.81,10.17,-2.29,2.57,NA,1.63,2.3,0,1.91,6.31,377.67,7.17,NA,85.41,2.41,6.5,0.34,1.39,420.55
"1731","Education","PCPIED_PC_CP_A_PT","2020-12-31",NA,NA,0.02,4.75,0.37,0.07,-1.18,0.77,NA,8.11,NA,4.14,NA,0,19.95,2.99,NA,7.76,3,NA,0,NA,NA,3.99,NA,NA,4.1,0.12,1.81,0.69,5.34,1.66,-10.17,6.97,-0.81,10.36,1.96,2.57,NA,1.64,0.24,9.05,1.91,6.31,397.24,7.24,NA,85.35,2.41,6.57,0.34,1.54,420.58
"1732","Education","PCPIED_PC_CP_A_PT","2021-01-31",NA,NA,0.07,1.85,0.37,0.21,-1.45,0.94,2.42,8.11,NA,4.04,NA,NA,19.95,2.99,NA,7.45,2.91,NA,0,NA,1.86,-0.08,NA,NA,4.1,1.5,1.13,0.63,6.01,1.66,-12.1,1.42,-0.81,10.54,-0.09,0,NA,1.64,0.33,9.05,1.91,6.31,377.67,197.38,NA,85.35,2.23,6.57,0,4.1,376.09
"1733","Education","PCPIED_PC_CP_A_PT","2021-02-28",NA,NA,-0.29,1.76,0.37,0.14,-1.5,0.94,2.7,8.11,NA,4.04,NA,NA,19.95,3.02,NA,12.16,2.9,NA,0,NA,2.06,-0.08,NA,NA,4.1,2.25,0.74,0.88,5.28,1.66,-12.15,0.84,-0.81,10.81,0.98,0.05,NA,1.62,0.42,9.05,1.91,6.31,NA,254.49,NA,85.35,1.49,6.55,0,5.31,144.51
"1734","Education","PCPIED_PC_CP_A_PT","2021-03-31",NA,NA,0.08,-1.87,0.37,0.14,-1.48,1.02,1.2,8.11,NA,4.03,NA,NA,NA,3.02,NA,15.42,2.9,NA,0,NA,2.07,2.16,NA,NA,4.62,2.35,-0.64,0.88,5.28,1.66,-8.95,0.84,-0.81,11.11,0.75,5.51,NA,1.62,0.37,9.05,1.91,4.17,NA,395.96,NA,85.35,1.54,6.62,0,5.46,144.22
"1735","Education","PCPIED_PC_CP_A_PT","2021-04-30",NA,NA,0.08,-0.95,0.37,6.42,-1.49,0.94,1.78,8.11,NA,3.99,NA,NA,NA,NA,NA,14.03,NA,NA,0,NA,2.3,2.16,NA,NA,4.72,2.36,4.92,1.04,5.28,1.66,-8.9,0.84,-0.81,11.23,0.69,5.54,NA,1.62,0.62,9.05,1.91,4.17,NA,396.14,NA,85.35,1.54,6.69,0,5.47,180.69
"1736","Education","PCPIED_PC_CP_A_PT","2021-05-31",NA,NA,0.08,-0.1,0.37,7.55,-1.49,0.85,2.31,8.11,NA,4.18,NA,NA,NA,NA,NA,13.4,NA,NA,0,NA,2.38,2.16,NA,NA,4.72,2.51,5.02,1.29,5.28,1.66,3.69,0.84,-0.81,11.36,0.3,5.54,NA,NA,0.8,9.05,1.91,4.17,NA,259.12,NA,85.35,1.63,6.15,0.6,5.64,180.62
"1737","Education","PCPIED_PC_CP_A_PT","2021-06-30",NA,NA,0.05,1.82,0.37,6.77,-1.49,0.94,1.76,8.11,NA,4.27,NA,NA,NA,NA,NA,10.5,NA,NA,0,NA,2.3,2.16,NA,NA,4.72,2.51,3.76,1.29,5.38,1.75,3.69,0.84,-0.81,11.58,0.79,5.54,NA,NA,0.88,9.63,3.32,4.17,NA,262.33,NA,85.35,NA,5.92,0.6,5.59,193.8
"1738","Education","PCPIED_PC_CP_A_PT","2021-07-31",NA,NA,0.05,1.83,0,6.56,-1.49,1.11,-0.3,8.11,NA,4.5,NA,NA,NA,NA,NA,22.58,NA,NA,0,NA,1.48,2.17,NA,NA,4.72,2.54,3.48,1.37,5.04,1.75,3.69,0.84,-0.81,11.81,0.56,5.54,NA,NA,1.78,9.63,3.32,4.17,NA,274.75,NA,85.35,NA,5.77,0.6,5.61,192.15
"1739","Education","PCPIED_PC_CP_A_PT","2021-08-31",NA,NA,0.05,1.84,0.37,6.56,-1.49,1.53,-0.14,8.11,NA,4.52,NA,NA,NA,NA,NA,25.44,NA,NA,0,NA,2.11,2.17,NA,NA,6,2.64,5.86,1.37,5.04,1.75,3.69,0.84,-0.81,12.02,0.6,5.54,NA,NA,0.31,9.63,3.32,4.17,NA,353.8,NA,85.35,NA,5.92,0.6,5.61,63.02
"1740","Education","PCPIED_PC_CP_A_PT","2021-09-30",NA,NA,0.25,2.83,2.76,6.63,-1.49,1.36,0.13,0,NA,3.9,NA,NA,NA,NA,NA,31.14,NA,NA,0,NA,2.18,2.17,NA,NA,8.49,3.19,3.65,1.12,7.66,1.27,3.69,0.84,-0.81,12.22,-0.33,5.54,NA,NA,0.89,30.82,3.32,4.17,NA,484.58,NA,85.35,NA,6.12,0.6,5.61,33.07
"1741","Education","PCPIED_PC_CP_A_PT","2021-10-31",NA,NA,0.09,2.84,3.93,6.48,-1.44,1.47,0.88,0.43,NA,1.63,NA,NA,NA,NA,NA,23.44,NA,NA,0,NA,1.5,2.25,NA,NA,6.86,NA,7.45,3.63,4.32,1.36,3.63,0.84,0.1,12.44,-0.35,12.59,NA,NA,0.93,45.25,1.13,4.17,NA,484.35,NA,85.35,NA,7.77,0.6,5.44,30.11
"1742","Education","PCPIED_PC_CP_A_PT","2021-11-30",NA,NA,0.03,2.87,4,6.62,-0.28,1.54,-0.06,0.43,NA,0.66,NA,NA,NA,NA,NA,27.15,NA,NA,8.89,NA,1.5,2.25,NA,NA,6,NA,7.76,NA,4.32,1.27,NA,0.84,0.1,12.62,-1.16,12.59,NA,NA,NA,57.22,0,4.17,NA,473,NA,25.31,NA,9.12,0.6,5.28,30.85
"1743","Education","PCPIED_PC_CP_A_PT","2021-12-31",NA,NA,0.14,2.84,4,6.62,-0.28,1.62,-0.81,0.43,NA,0.32,NA,NA,NA,NA,NA,30.39,NA,NA,8.89,NA,1.28,2.25,NA,NA,4.9,NA,8.51,NA,4.32,1.27,NA,0.84,0.1,12.89,0.1,12.58,NA,NA,NA,53.35,0,4.17,NA,476.56,NA,25.31,NA,9.05,0.6,5.44,31.36
"1744","Education","PCPIED_PC_CP_A_PT","2022-01-31",NA,NA,0.09,2.17,NA,6.47,-0.27,1.61,NA,0.43,NA,0.97,NA,NA,NA,NA,NA,27.76,NA,NA,8.89,NA,1.02,8.08,NA,NA,5.23,NA,10.64,NA,3.25,1.27,NA,3.74,NA,13.21,0.1,12.6,NA,NA,NA,53.35,-0.63,4.17,NA,152.99,NA,NA,NA,9.18,0.6,3.68,35.43
"1745","Education","PCPIED_PC_CP_A_PT","2022-02-28",NA,NA,0.45,2.3,NA,6.62,-0.21,1.69,NA,NA,NA,1.17,NA,NA,NA,NA,NA,28.34,NA,NA,8.89,NA,0.86,8.08,NA,NA,5.14,NA,8.37,NA,4,1.27,NA,3.1,NA,13.48,0.1,12.54,NA,NA,NA,53.35,-0.63,4.17,NA,145.08,NA,NA,NA,9.43,9,2.51,NA
"1746","Education","PCPIED_PC_CP_A_PT","2022-03-31",NA,NA,0.08,6.11,NA,6.9,-0.23,1.61,NA,NA,NA,1.15,NA,NA,NA,NA,NA,24.28,NA,NA,8.89,NA,0.85,5.71,NA,NA,4.62,NA,8.56,NA,4,1.27,NA,3.1,NA,13.87,0.29,6.73,NA,NA,NA,53.35,-0.63,4.4,NA,144.69,NA,NA,NA,9.35,9,2.36,NA
